,rating,reviewer_name,review_title,review_rating,review_date,review_location,review_content
302,4.9,R. Patel,WHAT IS GAMER RAM?,5,"December 12, 2019",the United States,Good RAM no problems. I don’t what or why I was asked to rate this for gaming. RAM is RAM. You will not notice a microsecond or a millisecond or a nanosecond.  Just get the modern standard and you’ll be fine.
303,4.9,Brandon,Great looking RGB ram for a competitive price.,5,"March 13, 2019",the United States,"This 3200 mHz ddr4 ram is a bargain compared to the other RGB ram sticks on amazon, such as the g.skill trident z rgb sticks. The corsair vengeace RGB PRO offers more leds and significantly larger housing compared to the g.skill trident z rgb. Also, It's cheaper, and on amazon you can get a 3200 mhz 16 gb kit of corsair vengeance rgb ram for around $20 less than a 3000 mhz kit of g.skill trident z rgb."
304,4.9,Henry Ma,Better pricing,5,"July 12, 2021",the United States,"Easy to install, really nice, and I would recommend this because the price is similar to non rgb"
305,4.9,Glendon Robinson,Perfect middle of the road ram,5,"September 14, 2021",the United States,"The rgb is great, they are fast, and I’ve had no issues."
306,4.9,Alyssa Gleason,Looks great in PC,5,"October 3, 2020",the United States,Super easy to install ! Looks great in the PC and works great. Never had any problems and we use the app to change colors of the sticks
307,4.9,AWCAWCAWC,Icue and RGB settings are annoying,3,"March 28, 2021",the United States,Icue is super bloated and annoying. It's buggy and doesn't always turn the RGB off upon sleep.
308,4.9,Michael S,Read Carefully.,1,"June 8, 2020",the United States,I I bought this thinking it was one 16 GB stick of ram not realizing it was two 8GB. My PC can only hold two sticks and I already have one in there So this was a waste of money for me so I guess if anyone wants one for free they can have my extra one. Unless there is another way to add the extra one without getting another motherboard?
309,4.9,Elad Dai,ASUS AURA BUILDERS BEWARE!,4,"February 16, 2020",the United States,"This is an excellent RAM, got this on sale and im super happy with it."
310,4.9,Lisa,Beautiful.,5,"May 24, 2020",the United States,Simple and easy install.
311,4.9,Jake Cabral,Good DDR4 RAM,5,"May 1, 2021",the United States,"Very good RAM, It looks very good in my system and you can change the RGB in the ICUE Software. Haven’t had any problems either. Little pricy but it looks good so whatever."
312,4.9,RJ,Great performance and styling,5,"December 4, 2021",the United States,It perfectly fits my desktop and is very easy to install. The performance is quite more than what I expected. I am really enjoying my gaming experience now with this RAM installed in my Gaming PC.
313,4.9,Art,Beautiful ram,5,"October 5, 2020",the United States,Are you looking for beautiful-looking ram well this is it the colors are accurate there are many different lighting features and they run great!
314,4.9,S K,"Very stable, no problems",5,"September 11, 2021",the United States,Like all Corsair products this one works flawlessly
315,4.9,mom10,BEWARE!!,1,"August 3, 2019",the United States,Do not order from here!  We received a piece of wood!  Someone is making some money on the side.  I tried  to upload a picture but it does not work.  Luckily Amazon gave us a refund.  Once again!  Do not order unless you want a $100 piece of wood.
316,4.9,Amazon Customer,Works great!,5,"October 24, 2021",the United States,Works great. I would buy more in the future
317,4.9,Moso,Great Performance and Style,5,"June 13, 2019",the United States,"There is not a lot to say here. They work great and the look great if you are into RGB. I highly recommend, the lighting is crisp and clear and doesn't have the hazy glow you see from other brands, looking at you G.Skill. Really sharp clear colors. Great buy!"
318,4.9,Armand Gerstenberger,Do not install Corsairs ICUE software,2,"October 21, 2020",the United States,BSOD after BSOD until ICUE was uninstalled. Corsair's K95 keyboard then died and now I'm getting crashes because of issues with RAM. Avoid Corsair products
319,4.9,Amazon Customer,Looks great,5,"June 5, 2021",the United States,The media could not be loaded.
320,4.9,Trellistar,Gorgeous,5,"September 10, 2020",the United States,"These are worth the extra money over their non RGB memory. Unlike a lot of Corsair RGB products, these are worth the extra cost."
321,4.9,Lee,3600? Not quite,4,"July 9, 2021",the United States,Could not get these to clock over 3400 and be stable.
322,4.9,Alina Astor,Faulty set,1,"July 17, 2020",the United States,Got a faulty set. Tell me the chances..
323,4.9,Roza,Great Ram,4,"April 22, 2021",the United States,"This ram is amazing, but I gave it 4 stars because this is not for the enthusiast. What I mean by that is that you cannot overclock this ram and other things. Great ram but if you are an enthusiast I would go for some crucial ballistix ram."
324,4.9,Aguy,No issues with Ryzen,5,"October 23, 2018",the United States,A small change in the BIOS settings allowed them to operate at the rated 3000MHz. They look fantastic and are very bright. Price wise they seem to on par with other brands but look way better in my opinion. The color options are plentiful and easy to control with the iCUE software.
325,4.9,James,Performs as advertised,5,"October 7, 2021",the United States,"Not much to be said, it's ram. It's pretty, the software corsair provides allows you to change the rgb setting easily, and you don't have to change them in-between each startup, the settings are re-enabled after you boot into windows. Other than that, the product performs as advertised."
326,4.9,Robert C.,Cool Memory,5,"May 23, 2020",the United States,Looks good. Runs fast. Memory to spare.
327,4.9,Karlos Kistaman,"Super easy to install, and works flawless.",5,"December 8, 2020",the United States,"One of the easiest things I've done is install this ram, and I'm by know means any sort of computer expert or guru."
328,4.9,Brinda Cantu,Love!,5,"December 4, 2021",the United States,"These are so amazing, I love them so much! They're quite expensive, but worth the money."
329,4.9,WesN,Good quality but ...,5,"August 7, 2020",the United States,The ram is fine but 3600mhz does not work of the Gigabyte x570-pro wifi mobo fastest I can get with 32gb dimms is 3266.
330,4.9,Jennifer Elizalde,Works great,5,"August 12, 2021",the United States,It was easy to install for my first P.C.
331,4.9,Simon Hudson,Bought the 2x8GB 3200 CL16 Kit... And they made my RGB fans jealous.,5,"June 9, 2019",the United States,"These sticks are so bright and vivid. They have a really neon color and look wonderful, A picture wouldn't do them any justice. I will buy 2 more for a total of 32GB and 4x8gb sticks. It works well with my Ryzen system."
332,4.9,Don Juan,"Fancy, budget ram",5,"October 31, 2020",the United States,Easy to install and durable. Ubuntu is running less ram process than the macbook pro that has the same gb of ram. Value for the money is budget friendly.
333,4.9,Erndawg,Great purchase,5,"August 4, 2021",the United States,"Love this RAM, the RGB is a nice effect."
334,4.9,Kindle Customer,Visually Stunning,5,"November 30, 2020",the United States,Memory worked great. Totally compatible with my computer. The light show was an unexpected bonus!
335,4.9,Tim Reeves,Perfect for Gaming Build,5,"March 5, 2021",the United States,"Works perfectly. The RGB lighting is nice, but still looking to see if I can sync with fan,etc. lighting so they aren't independently doing their own thing. A little pricey, but you get what you pay for and I've never had a problem with Vengeance Corsair RAM."
336,4.9,Jacob c.,lovely colors and it matches my system perfectly,4,"October 16, 2020",the United States,look great the only problem is my motherboard wont got up past 3000mrhz so its basiclly stuck there which is fine
337,4.9,Seth,Uneven lighting and unstable RAM,1,"June 6, 2019",the United States,"The lighting is uneven, on any solid color you can really see where the LEDs are in the diffuses. On white, its more of a pastel rainbow. Additionally, on my Ryzen 2600x with a B450 ASUS Gaming Strix board, I could not get this to run at the advertised speed, I would simply crash or have problems running programs and games."
338,4.9,Fredrick Samuels,Nice,5,"November 16, 2021",the United States,Just as advertised easy to install
339,4.9,Aodhan,Works Great,5,"November 16, 2020",the United States,Perfect for upgrading your ram. Works perfectly out of the box. The Icue software works great for controlling the lighting. Lights are very bright.
340,4.9,Joshua Warner,Doesn't reached rated speed,4,"April 9, 2019",the United States,"With a Ryzen 2700X and Asus Prime-X470 Pro, the system won't post at anything besides 2133MHz.  Sending it back."
341,4.9,Amazonerd,Great but would only get on sale,5,"December 27, 2019",the United States,Got this on sale over the holidays else I wouldn't recommend. Great speed and quantity for that price. RGB isn't necessary but works as expected. No issues out of the box.
342,4.9,George Fleites,Received wrong no one checks the order before it ships,1,"December 11, 2020",the United States,The media could not be loaded.
343,4.9,THOMAS K.,lookd amazing,5,"November 3, 2021",the United States,"love them, went nice with mt build"
344,4.9,psoutrage41,very solid product,5,"February 3, 2021",the United States,"easy install, aura sync with ASUS motherboards, does not feel cheap. only problem is might have issues with some AIOs or Heatsinks the height is tall but works for my NZXT x72 AIO shipped in next day delivery was very happy"
345,4.9,Megan S.,Great,5,"November 3, 2020",the United States,Rgb looks really nice wish I would of went with faster memory these don’t overclock very well but definitely worth the money
346,4.9,Theresa Valencia,Works Great,5,"December 14, 2021",the United States,works good and looks great.
347,4.9,John Deezy,Corsair products is the best,5,"July 14, 2020",the United States,I always choose Corsair for my cpu products since they customer service and RMA Is one of the best with in three industry.
348,4.9,Juanda Oviedo,Hermosa memoria RAM,5,"July 23, 2021",the United States,The media could not be loaded.
349,4.9,dalia,DDR4 2x8GB 16GB 3200MHz Quality,5,"May 23, 2020",the United States,"Beautiful RGB, paired with B40M PRO4- F and 1600 AF."
350,4.9,James,Refuses to run at specified speeds.,1,"July 22, 2021",the United States,Bought the 3600mhz kit. Refuses to run past 3000mhz. Asus B550 A with updated Bios and Ryzen 3700x. I have tried the xmp profile as well as manual OC. Absolutely nothing will get it stable past 3000mhz.
351,4.9,Devin,"Good RAM, Good Gracious",5,"December 13, 2019",the United States,"I've always used Corsair or Ripjaw RAM. I tried to tell myself that this build would be heavy on cable management and a sleek design without gimmicks. That being said, I saw these RAM sticks and couldn't stop myself."
352,4.9,Gary Rohr,Works great in my ASRock 570 Taichi motherboard,5,"August 12, 2020",the United States,MB can go up to 128 GB but the 64 GB I have is performing great. I don't game so can't say how well it works for that
353,4.9,RivMicheal,RGB makes me hard,5,"September 28, 2020",the United States,"Looks and works great, a quality product from a quality brand. Increases your fps and gamer skills as well."
354,4.9,Amazon Customer,My kid is happy with this purchase,5,"August 1, 2020",the United States,I don’t know anything about gaming computers but my 16 year old does and this is what he picked. He’s happy with it.
355,4.9,Raymond Jornd,High Price But Worth It,5,"April 20, 2021",the United States,The price tag for this item was a bit high but still understandable considering the shortage of microchips
356,4.9,Mick,Solid and Stable,5,"December 31, 2020",the United States,"It's Corsair...and it lights up your Tower..works flawlessly...all Pros, no Cons"
357,4.9,zer81,thanks,5,"October 31, 2021",the United States,so fast wonderful
358,4.9,Stuff and Things,beautiful!,5,"April 24, 2020",the United States,Works as advertised and looks amazing
359,4.9,Trevor Kellen,It's pretty RAM,5,"November 30, 2021",the United States,If you just want pretty ram bars in the PC that sync up with iCUE then these are a great option at a good price.
360,4.9,Kevin,Worth every penny,5,"July 19, 2021",the United States,"Beautiful set of Sticks. Easy to install, lights up as described, and they arent as thick as I thought."
361,4.9,Eric,Trash with Asus MB,2,"March 9, 2021",the United States,RGB doesnt work with Asus MBs. Plug-in for aura sync is trash.
362,4.9,mark,Beautiful but little dim,5,"August 31, 2020",the United States,Built my white setup pc and this thing is nice. One complaint is the light I wish it was a little bit more brighter but works fantastic
363,4.9,Cam & Liv,Great for my wife and I's computers!,5,"November 14, 2020",the United States,I bought the x2 16gb for my wife and I when we were building our gaming computers. They're excellent. The software for the lighting is easy to use and colorful. The performance is excellent and Corsair has good support. Will be buying future generations for further builds.
364,4.9,Liz Holden,They work great,5,"April 30, 2020",the United States,"These are really tall, so make sure you accommodate that in your build. They do follow whatever RGB settings you set for the rest of your computer."
365,4.9,Jamin W.,Very happy,5,"September 17, 2021",the United States,Excellent product rgb works great
366,4.9,Will Otzenberger,Great beautiful RAM!,5,"January 7, 2020",the United States,Ram is great! No Need to buy anything faster because you can truly utilize the speeds in most applications. Just make sure when you install it that you go back into your computer BIOS and set the speeds properly. Makes a massive difference!
367,4.9,Katie,Awesome!,5,"December 19, 2020",the United States,"Not much to say other than I love them! They look super nice, were easy to install and the ICUE software works great with them. So many colors and so many effects to choose from! To get them working at the correct speed you have to change it in your bios but other than that they are great!"
368,4.9,Lj,awesome RAM,5,"October 2, 2020",the United States,"super fast, 16gbs of ram, and rgb?! you can't beat it! Corsair is one of the best for rgb, and the specs of this RAM do great for games and general browsing."
369,4.9,GBM2012,Acorde a la descripcion,5,"July 31, 2021",the United States,Acorde a la descripcion
370,4.9,Jeff,"Quality, Looks, Customization, Performance",5,"January 6, 2020",the United States,Great Quality product at an affordable price. Couldn't be more happier. The performance was a definite improvement and the RGB lighting was the icing on the cake. Being able to customize the lighting pattern with the Corsair App was the cherry on top. Definitely recommend.
371,4.9,Adrenalizer3,Great purchase,5,"March 23, 2020",the United States,Love this and my PC loves it more. Easy video editing!!
372,4.9,Damian Bailey,Great ram,5,"September 29, 2021",the United States,Great ram
373,4.9,G,Defective Product,1,"November 26, 2021",the United States,"One of the cards is fine, the other causes BSOD’s. Corsair refused replacement/ refund. So did Amazon. Poor quality product and customer service. Not recommended."
374,4.9,Arsenick,i bought 2,5,"June 17, 2020",the United States,first pair i got was for $99 and now they are $89 so grrr.
375,4.9,Jay 🦺,"Looks Great, Performs Great.",5,"January 13, 2020",the United States,"Looks good, performs great, nothing else to ask for! Corsair Vengeance are reliable RAM sticks that I recommend for those who seek a bang for ya buck with a little flare."
376,4.9,Jacob H.,Awesome!,5,"May 13, 2020",the United States,I bought this for my new PC build. No issues here. Very nice looking. I would personally recommend this to anyone building a system or even just looking to upgrade.
377,4.9,Hayden,Pretty cool,5,"July 26, 2020",the United States,This product if great in all but overclocking it was only able to reach a stable clock speed at 3333mhz it is a 3200mhz kit rated at cl16 but when overclocked to 3200mhz its cl18 but it runs smooth would recommend if you like RGB
378,4.9,Jovao do Santos,Nice looking and work with mystic light,5,"February 9, 2020",the United States,Easy to install and got them to work at the advertised speed via XMP on my MSI MPG 570x gaming plus mobo. They also sync with Mystic Light.
379,4.9,Dev98,Good gaming ram,5,"January 8, 2022",the United States,Haven't had any issues. Pc runs smoothly
380,4.9,Dean Henrichs,"Best looking RAM around, at a price",5,"July 12, 2019",the United States,These are beautiful and also performance champs. Love my purchase. Haven't played many games after getting these because I get lost staring into my case at the hypnotic rgb effects they produce.
381,4.9,Hellman m.,Recomendables,5,"October 15, 2020",the United States,"Muy estables y buena calidad, el RGB se vuelve loco a ratos pero con el icue se soluciona"
382,4.9,Khalil,Great Product,5,"June 9, 2021",the United States,Easy to install and Value for money!
383,4.9,Rheyne,Very stable at 3200mhz,5,"June 22, 2021",the United States,"Works great, and looks great. Make sure to check with Corsair's memory configurator and your motherboard manufacturer for compatibility."
384,4.9,jason c.,annoying lights,5,"July 21, 2021",the United States,lights are annoying at night but other than that no issues
385,4.9,Cameron Alan,Spectacular Ram units.,5,"June 11, 2021",the United States,Excellent product.  Get it.  Works on my Asrock z390 phantom gaming 4s/ac motherboard.
386,4.9,Tyler,Awesome RAM,5,"December 18, 2020",the United States,"I use these in tandem with the G.Skill Trident Z, 3200hz. Never had to reconfigure the BIOS on an Intel i7 for these to run fast and smooth. I primarily game on ultra settings with a RTX 2060 Super, as well as photo editing and I have yet to max this RAM. Well worth the money."
387,4.9,Danial Hallock,Meets Specs - is Pretty,5,"May 24, 2020",the United States,"That's about all you need to know for RGB RAM, right?  It met the advertised specs, and it looks good in person."
388,4.9,erik,Better rgb ram out there,3,"January 25, 2020",the United States,"One of the ram stick doesnt turn on, dont know if its the software or the ram. I did however updated software multiple times and the one ram still doesnt turn on."
389,4.9,Glen Foster,It works.,3,"September 18, 2020",the United States,Like the others have mentioned.  It works well but the flickering lights are annoying.
390,4.9,Brian,Works well,5,"September 12, 2020",the United States,Easy to install just be sure to enable xmp or ddoc profiles for intel and amd respectively
391,4.9,Kang,Beautiful colors!,5,"May 9, 2021",the United States,I love how they change colors. Beautiful and vibrant.
392,4.9,Teckno,Great Product & Seller A+,5,"June 1, 2021",the United States,Great Product & Seller A+
393,4.9,Tim,Good Ram,5,"December 27, 2020",the United States,Good product and easy to click in. Looks cool when synced up.
394,4.9,Jack Chenier,Quality Eye Candy 👍🏼,5,"January 13, 2020",the United States,I've had this RAM for a year now and it still works flawlessly. The RGB lights still work flawlessly. Get a pair and you will thank yourself soon.
395,4.9,sebastian leal,Excelente memoria,5,"December 2, 2021",the United States,Funciona tal cual lo Anunciado. Corsair es una marca en la que confiar plenamente. Llegó fácilmente a la velocidad anunciada con la configuración xmp 2.0 desde la BIOS. La función rgb funciona bien aunque el software es muy básico.
396,4.9,Omar,"Works well, looks even better",5,"November 20, 2019",the United States,"Solid RAM - had instability issues when running with the XMP profile, but that was likely an issue with my motherboard - not well versed in overcloking, but I set it manually and it's running smoothly at 3200MHz C15. RGB looks fantastic, iCUE software is easy to use. I've heard different reports, but I can say that the 3200MHz kit I ordered was Samsung B-Die, so take that as you will. Good RAM, good price for the RGB + B-Die imo."
397,4.9,Brenage,Style over Substance,5,"July 2, 2021",the United States,"Let’s be real, at this price point, you’re paying for the RGB customization and white accents. And let me just say, it’s entirely worth it."
398,4.9,Helmet Nessaringwary,Paired with rtx 2080,5,"September 9, 2021",the United States,"Completely unbottlenecked a 2080rtx. Now during gaming my gfx card runs at 98% capacity, massive upgrade from only 8gig of ram where the gpu was getting to 70% before bottlenecking on ram"
399,4.9,Kate,Works as advertised,5,"June 7, 2021",the United States,"easy to install, works great"
400,4.9,C. Cruz,RGB Ram,5,"October 23, 2020",the United States,This was for a black and white build. Both worked and I'm happy with it.
401,4.9,Varun Kumar,Fantastic RAM,5,"January 15, 2021",the United States,"These sticks of RAM are really nice. The lights on it can be controlled through the ICue software and the look really nice. They are really good for gaming because they have nice speed, and they are very easy to install."
402,4.9,Julie Martinez,Perfect!,5,"June 22, 2021",the United States,These are so pretty and work as intended!
403,4.9,Keith Y.,Very Nice Corsair Vengeance DDR4 Ram!,5,"February 23, 2019",the United States,Very high quality and the rgb lighting is amazing. It’s pretty much the same installation process as any other ram sticks. The Corsair software is alright (icue). It takes a bit for the lighting settings to load in and actually show on the ram sticks.
404,4.9,Josh,Great Product!,5,"April 19, 2021",the United States,"This set came very very quickly. I love the way the RGB looks very very nice, and with the iCue software you can do tons of cool customization with the RAM lights. The lights are also very bright, and the brightness can be adjusted in iCue. Would totally recommend."
405,4.9,zombie,Works good and looks nice for a good price,5,"October 30, 2020",the United States,Works good and looks nice for a good price.  I'm using it with an original Ryzen 7 and an Asrock AB350 ITX.
406,4.9,Jun,Nice product,5,"January 30, 2021",the United States,nice RGB and performance. Good to overclocking
407,4.9,Adam Pelfrey,"Great look, simple and quick",5,"October 11, 2021",the United States,Got this for my son's new computer. He likes the RGB colors and was a simple plug and play. Good product from everything I can tell.
408,4.9,Smokey Da Bear,Fast and great looking.,5,"January 18, 2019",the United States,Fast and great looking. Love the rgb custom cycles with the app. Definitely planning on getting another 2x 8g sticks later for 32g.
409,4.9,PETER,el rendiemiento se nota,5,"May 2, 2021",the United States,son muy buenas y bonitas
410,4.9,Quattro Pilot,Amazing!,5,"June 23, 2020",the United States,"These are simply amazing, stunning and even the software that comes with them works perfectly."
411,4.9,Kyle G.,Nice rgb ram. Not out of the box MHZ purchased,5,"May 7, 2020",the United States,"Works fine however I needed to manually set the advertised ram speed, not a huge issue but for first time builders you will not get what you’re paying for if you don’t manually clock to the advertised ram speed."
412,4.9,Imal Panduwawala,Rgb might be defective on yours,3,"December 15, 2020",the United States,These.are all set to white yet 2 sticks seem to be purple. Will replace the product and see if it gets better.
413,4.9,Trevor Goshorn,RGB.,5,"June 19, 2021",the United States,It’s beautiful
414,4.9,Luis O.,Excelente Rendimiento,5,"February 23, 2020",the United States,"Se adapta muy bien a mi placa base MSI X370 SLI PLUS, no he tenido ningún inconveniente, y carga el perfil de 3200 MHz sin ningún problema, tampoco generó conflictos a la hora de realizar overclock a mi procesador AMD Ryzen 1700"
415,4.9,Kay,Gotta love corsair!,5,"November 1, 2019",the United States,"Added the kit for a total of 32GB for my editing/gaming rig. Fits, works, and does what it should. Zero complaints. And, it just looks amazing."
416,4.9,Tyler Quire,Great,5,"May 21, 2021",the United States,Great ram for a higher level pc
417,4.9,Tanglespace,Awesome but download free ICUE software and plugin,5,"November 18, 2020",the United States,Its great. You may need to download the ICUE software and the plugin for your system.
418,4.9,tazoey,RGB,5,"May 9, 2021",the United States,"Easy to install, rgb is pog, 👍"
419,4.9,morgan,the best!!,5,"February 24, 2021",the United States,perfect!! super easy to install and its just enough for my games. ill probably buy another set in the future as well. also the color customization is incredible and each one shows up so well.
420,4.9,DAComplete,"Look fantastic, OC no problem",5,"August 25, 2020",the United States,"Not as stable as my old Gskill Trident Z 32gb kit, in terms of Cas and latency, but took the XMP 2.0 profile without a problem, OC'd fine, and looks great. No issues."
421,4.9,Allen F.,Nice,5,"December 12, 2021",the United States,Cool RGB and they run at advertised speeds.
422,4.9,Vincent Tsang,Works as advertised,5,"July 15, 2021",the United States,"Works as advertised,"
423,4.9,COZMIQ,Corsair Vengeance RGB Pro 64GB (2x32GB) DDR4 3200 (PC4-25600) C16 Desktop memory–Black,5,"November 14, 2020",the United States,Great company quality product looks great in my pc build.
424,4.9,Ti,Love these!,5,"September 29, 2019",the United States,These beautiful babies look nice in my case with my rgb fans. They work great. I do minor gaming on my pc nothing major but still no complains at all!
425,4.9,#1 Mom,Perfect,5,"February 1, 2021",the United States,My son picks out all my computer parts and these are perfect for gamers!!
426,4.9,Marina,High price,5,"December 7, 2021",the United States,I got these a few weeks ago and I had no problems what so ever. Just keep on note that these stick are going for around 90$ with tax* I suggest you’d go with Team force it has better cost/value…unless you want good looking sticks.
427,4.9,Nathan,Great product,5,"December 1, 2021",the United States,Great for my new build
428,4.9,charles,One stick did not work,3,"June 14, 2020",the United States,"This is a good set of ram, and for about a week I had great performance until I started recieving BSOD and after troubleshooting with Memtest 86, I discovered one of the sticks was no longer any good. This was very frustrating seeing as though I build the PC for gaming, and RAM is essential, now im down to 8GBs. This is still a good looking set of RAM, just seems like a got a bad set. :/"
429,4.9,Walid Osman,RGP lighting is very nice,5,"May 15, 2019",the United States,The RAM itself is nice and works as intended.. the only problem I had that I couldn’t install the liquid cooler on the top of the case because the length of the RAM is a bit long
430,4.9,Jonathan,Great Product,5,"September 30, 2021",the United States,works awesome no issues.
431,4.9,M. Cummins,Grandson approved,5,"December 30, 2021",the United States,Bought for grandson who is a gamer. He says it does exactly what he wanted it to do.
432,4.9,Gabe Christian,Good rgb,5,"June 19, 2020",the United States,Corsair never disappoints when it comes to rgb. Ram works great and the smooth rgb transitions look very nice.
433,4.9,Sicarus23,Excelente memoria ram,5,"May 6, 2019",the United States,The media could not be loaded.
434,4.9,Luis,buy this if you like rgb,5,"June 8, 2020",the United States,"Bought it at $89. Looks very good , and also performs very well just make sure you set your xmp profile in bios."
435,4.9,Dejax,Vengeance!!,5,"April 27, 2021",the United States,A must have!!
436,4.9,Eric Seiffert,Looks Fantastic. One deffectice stick.,3,"July 24, 2019",the United States,Had one deffectice stick that caused system crashes and freezes. Looks amazing. Barely more expensive than other similar ram that doesnt have RGB lighting.
437,4.9,Rosa G.,Value for money,5,"February 27, 2021",the United States,Easy to install for gaming
438,4.9,Juan Carlos,Great Memory,5,"September 12, 2020",the United States,"Great product, very easy to install and looks very good on the system."
439,4.9,james vanpatten,Great product,5,"November 25, 2020",the United States,Great company . Plenty of led bling and performance
440,4.9,Kindle Customer,Possible bad set,3,"January 14, 2020",the United States,Used this ram for my Ryzen build.  All new parts and the system ran super fast at first.  Then out of no where it was slowing way down.  Only have two games loaded and have ssd for hard drive and main drive.  I guess I got a bad set.
441,4.9,Jason B.,Looks great and works just right,5,"August 6, 2020",the United States,"Great look, and a number of great options using corsairs icue software."
442,4.9,Kevin Andres,Work flawlessly,5,"November 4, 2019",the United States,"Bought two sets of these, all 4 sticks worked perfectly. The RGB is bright and vibrant and integrates seamlessly with the iCue software."
443,4.9,Christian,Beautiful RGB ram,5,"November 14, 2019",the United States,"Beautiful RGB Ram, you definitely pay for the RGB but it’s perfect for RGB builds if you’re into that type of stuff. 32000MHz works perfect with XMP profile on."
444,4.9,Ryan Harris,Great ram,5,"August 15, 2021",the United States,"Really solid RGB ram, only issue I ever ha e is that it doesn't like AsRock's RGB program and the lighting will freeze up on my ram if I'm using it"
445,4.9,Levi,Great,4,"December 13, 2021",the United States,Could be slightly sturdier
446,4.9,allan,Nice and Bright RGB. Instantly saw better performance on my PC especially when loading big maps.,5,"October 3, 2021",the United States,I was running 8 gigs of ram before this at 2666hz and this was honestly slow and I can barely run games with big maps. But Corsair vengeance 16 gigs and better speed made my gaming much better and actually some games actually playable.
447,4.9,Rockamia,RGB PRO 16GB (2x8GB) DDR4 3200MHz,4,"November 30, 2020",the United States,The this memory stick.It just perform well.
448,4.9,Luis R Gonzalez,Powerful Ram,5,"January 16, 2021",the United States,"RGB software is great, is really powerful Ram"
449,4.9,Mitchell Nicolai,pricy,2,"September 7, 2021",the United States,never worked at intended mhz
450,4.9,Jose Jimenez,They work so far.,5,"December 29, 2019",the United States,I had to buy these after one of my previous Corsair Vengeance ram sticks suddenly quit working. These have worked well so far with no issues.
451,4.9,JP,"Great product, slow shipping",4,"September 21, 2019",the United States,"Works great, RGB is beautiful with ICUE. My only issue is it took 6 days to get the product. It came from a warehouse 3 miles away from me."
452,4.9,Alex N,Works seamlessly fine,5,"August 26, 2020",the United States,Good quality and worth the money. Using this product for my music production.
453,4.9,[-REDACTED-],Bought for 64gb of RAM and produces all 64 as promised.,5,"July 12, 2020",the United States,bought for 64gb of  RAM and produces all 64GB as promised. produces all 64GB as promised and makes my build run very smooth!
454,4.9,M Technologies Inc.,3400 Stable on a Asus ROG Strix X370-f,5,"January 2, 2019",the United States,The media could not be loaded.
455,4.9,malik,Nice one,5,"June 5, 2020",the United States,"Great performance, stable with XMPII."
456,4.9,Michael Rob,FAST AND BRIGHT,5,"July 22, 2019",the United States,Very fast RAM with bright RGBs. The only probably I had was that the shape prevented me from being able to use a top mounted radiator as the edges protrude some.
457,4.9,Pjay,Very good quality good brand and easy to install!,5,"April 15, 2021",the United States,100% satisfaction here!
458,4.9,Kindle Customer,awesome led ram and at a good price,5,"February 6, 2020",the United States,i had a little trouble with the icue software that controls all of corsairs leds products but the following day i came back and everything worked perfectly. These are very bright LED's ram modules so if you dont want a brightly lite build dont buy these but if you want to show off these are definitely great.
459,4.9,Richard D.,Fast,5,"December 31, 2021",the United States,Fast for gaming. Love the lights
460,4.9,phillip,"Yup, Corsair for the WIN!",4,"February 6, 2021",the United States,"works very well, iCue software is ok, wish it saved lighting profiles to the device, cause if you make a sweet profile for the RGB, you HAVE to run iCue for your profile to work, and that is why I gave it a 4 start over a 5 star."
461,4.9,Mateo,Amazing RGB ram,5,"April 15, 2019",the United States,"This RGB ram is just GORGEOUS; and if you have an AMD Ryzen system it's probably your best bet, as it's compatible and stable, and probably a better choice over the Tident Z RGB ones. 3200 mhz is the best speed for AMD also, so you are going to love these if you're a Ryzen RGB fan. Intel fans are also going to love these."
462,4.9,Dyanna uribe,"Fair price, easy to install, works like a charm",5,"November 18, 2021",the United States,The title sums it up really. Paid a good price for 2X8gb Ram that fit easily into my motherboard and the RGB is a tasteful addition to my desktop
463,4.9,Anonymous,High quality RAM,5,"November 4, 2021",the United States,Pretty and very reliable.
464,4.9,Devin M.,RAM stick died in 2 months.,3,"June 15, 2020",the United States,I have been running this RAM for a little over two months. One of the sticks died already. Hopefully customer support will be helpful on returns.
465,4.9,Mandie,Easy to install,5,"May 4, 2021",the United States,Works great
466,4.9,Tung Nguyen,Good value great aesthetics!!,5,"December 14, 2020",the United States,If your looking for affordable and attractive rgb ram these are a great option have had no issues with them and love the addressable leds with the icue software!! Don’t forget to turn on your xmp profile in bios or you will get default speeds of 2133mhz
467,4.9,Redmon,Great looking and stable.,5,"February 28, 2020",the United States,Stable as any. I got 4x8 gb overclocked at 3800 mhz. Even the 4000 mhz Hyper x couldn't accomplish that
468,4.9,Reiv,Get em,5,"January 31, 2021",the United States,Corsair is the best imo
469,4.9,Timothy Fisher,Perfect ram!,5,"November 29, 2020",the United States,Worked great with ryzen 3700x and msi b550 tomahawk. CPU-z confirms Samsung chips. Wish it was 3600 but very stable at advertised speed.
470,4.9,B. Jones,RGB is for Gamers!!!,5,"April 28, 2021",the United States,"Yes,Corsair Vengeance Pro RGB Memory did meet my expectations.I need another 16 gb kit for Poops and Giggles."
471,4.9,William Lieb,Vibrant very vibrant,5,"March 17, 2021",the United States,These are pretty bright. No trouble at all with them.
472,4.9,Mike F,So good,5,"July 24, 2020",the United States,"Love how it looked so much I want to get a glass case, lol."
473,4.9,Osmey Sabater,Great performance and style,5,"September 26, 2020",the United States,The media could not be loaded.
